ident,iata_code,icao_code,local_code,name,type,latitude_deg,longitude_deg,elevation_ft,country_name,region_name,runway_lengths_ft,runway_surfaces,airtanker_base,index__gacc,gacc
KARV,ARV,KARV,ARV,Lakeland Airport Noble F Lee Memorial Field,small_airport,45.927898,-89.730904,1629.0,United States,Wisconsin,5150,asphalt,False,51,Eastern Area Coordination Center
KASE,ASE,KASE,ASE,Aspen-Pitkin County Airport (Sardy Field),medium_airport,39.223202,-106.869003,7820.0,United States,Colorado,8006,asphalt,False,119,Rocky Mountain Area Coordination Center
KASG,SPZ,KASG,ASG,Springdale Municipal Airport,small_airport,36.176399231,-94.1193008423,1353.0,United States,Arkansas,5302,asphalt,False,100,Southern Area Coordination Center
KASH,ASH,KASH,ASH,Nashua Airport / Boire Field,small_airport,42.7817,-71.514801,199.0,United States,New Hampshire,5501,asphalt,False,51,Eastern Area Coordination Center
KASL,ASL,KASL,ASL,Harrison County Airport,small_airport,32.5205001831,-94.307800293,357.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KASN,ASN,KASN,ASN,Talladega Municipal Airport,small_airport,33.569900512699995,-86.05090332030001,529.0,United States,Alabama,6001,asphalt,False,100,Southern Area Coordination Center
KAST,AST,KAST,AST,Astoria Regional Airport,medium_airport,46.158000946,-123.878997803,15.0,United States,Oregon,5796,asphalt,False,90,Northwest Interagency Coordination Center
KASW,,,ASW,Warsaw Municipal Airport,small_airport,41.2747,-85.840103,850.0,United States,Indiana,6000,asphalt,False,51,Eastern Area Coordination Center
KASX,ASX,KASX,ASX,John F Kennedy Memorial Airport,small_airport,46.54850006,-90.91899872,827.0,United States,Wisconsin,5199,asphalt,False,51,Eastern Area Coordination Center
KATS,ATS,KATS,ATS,Artesia Municipal Airport,small_airport,32.8525009155,-104.468002319,3541.0,United States,New Mexico,"5390,6301","asphalt,asphalt",False,97,Southwest Area Coordination Center
KATY,ATY,KATY,ATY,Watertown Regional Airport,medium_airport,44.91400146,-97.15470123,1749.0,United States,South Dakota,"6895,6900","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KAUG,AUG,KAUG,AUG,Augusta State Airport,medium_airport,44.3205986023,-69.7973022461,352.0,United States,Maine,5001,asphalt,False,51,Eastern Area Coordination Center
KAUM,AUM,KAUM,AUM,Austin Municipal Airport,small_airport,43.66500092,-92.93340302,1234.0,United States,Minnesota,5800,grooved concrete,False,51,Eastern Area Coordination Center
KAUO,AUO,KAUO,AUO,Auburn University Regional Airport,small_airport,32.615101,-85.433998,777.0,United States,Alabama,5264,asphalt,False,100,Southern Area Coordination Center
KAVC,,,AVC,Mecklenburg Brunswick Regional Airport,small_airport,36.688301,-78.054497,441.0,United States,Virginia,5002,asphalt,False,100,Southern Area Coordination Center
KAVL,AVL,KAVL,AVL,Asheville Regional Airport,medium_airport,35.436199,-82.541801,2165.0,United States,North Carolina,8001,asphalt,False,100,Southern Area Coordination Center
KAVO,AVO,KAVO,AVO,Avon Park Executive Airport,small_airport,27.59119987,-81.52780151,160.0,United States,Florida,5364,asphalt,False,100,Southern Area Coordination Center
KAVP,AVP,KAVP,AVP,Wilkes Barre Scranton International Airport,medium_airport,41.3385009766,-75.72339630130001,962.0,United States,Pennsylvania,7501,asphalt,False,51,Eastern Area Coordination Center
KAVQ,AVW,KAVQ,AVQ,Marana Regional Airport,small_airport,32.409065,-111.216199,2031.0,United States,Arizona,6901,asphalt,False,97,Southwest Area Coordination Center
KAWO,,,AWO,Arlington Municipal Airport,medium_airport,48.161448,-122.158442,142.0,United States,Washington,5333,asphalt,False,90,Northwest Interagency Coordination Center
KAXH,,,AXH,Houston Southwest Airport,small_airport,29.5061,-95.476898,68.0,United States,Texas,5003,asphalt,False,100,Southern Area Coordination Center
KAXN,AXN,KAXN,AXN,Chandler Field,medium_airport,45.866299,-95.394699,1425.0,United States,Minnesota,5100,asphalt,False,51,Eastern Area Coordination Center
KAXV,AXV,KAXV,AXV,Neil Armstrong Airport,small_airport,40.49340057,-84.29889679,913.0,United States,Ohio,5001,asphalt,False,51,Eastern Area Coordination Center
KAXX,AXX,KAXX,AXX,Angel Fire Airport,small_airport,36.422001,-105.290001,8380.0,United States,New Mexico,8900,asphalt,False,97,Southwest Area Coordination Center
KAYS,AYS,KAYS,AYS,Waycross Ware County Airport,small_airport,31.2490997314,-82.39550018310001,142.0,United States,Georgia,"5035,6000","asphalt,asphalt",False,100,Southern Area Coordination Center
KAZC,,,AZC,Colorado City Municipal Airport,small_airport,36.95919,-113.013166,4874.0,United States,Arizona,"5099,6300","asphalt,asphalt",False,118,Great Basin Coordination Center
KAZO,AZO,KAZO,AZO,Kalamazoo Battle Creek International Airport,medium_airport,42.234901428222656,-85.5521011352539,874.0,United States,Michigan,6500,asphalt,False,51,Eastern Area Coordination Center
KBAF,BAF,KBAF,BAF,Westfield-Barnes Regional Airport,medium_airport,42.157799,-72.715599,271.0,United States,Massachusetts,"5000,9000","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBAK,CLU,KBAK,BAK,Columbus Municipal Airport,medium_airport,39.262386,-85.895576,656.0,United States,Indiana,"5000,6400","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBAM,BAM,KBAM,BAM,Battle Mountain Airport,small_airport,40.598999023400005,-116.874000549,4532.0,United States,Nevada,"7299,7300","asphalt,asphalt",True,118,Great Basin Coordination Center
KBAX,,,BAX,Huron County Memorial Airport,small_airport,43.780201,-82.985397,763.0,United States,Michigan,5000,asphalt,False,51,Eastern Area Coordination Center
KBAZ,,KBAZ,BAZ,New Braunfels Municipal Airport,medium_airport,29.7045,-98.042198,651.0,United States,Texas,"5352,5364","asphalt,asphalt",False,100,Southern Area Coordination Center
KBBG,BKG,KBBG,BBG,Branson Airport,medium_airport,36.532082,-93.200544,1302.0,United States,Missouri,7140,grooved concrete,False,51,Eastern Area Coordination Center
KBBP,BTN,KBBP,BBP,Marlboro County Jetport - H E Avent Field Airport,small_airport,34.6217,-79.734398,147.0,United States,South Carolina,5000,asphalt,False,100,Southern Area Coordination Center
KBCE,BCE,KBCE,BCE,Bryce Canyon Airport,medium_airport,37.706401825,-112.144996643,7590.0,United States,Utah,7395,asphalt,False,118,Great Basin Coordination Center
KBCT,BCT,KBCT,BCT,Boca Raton Airport,medium_airport,26.3785,-80.107697,13.0,United States,Florida,6276,asphalt,False,100,Southern Area Coordination Center
KBDE,BDE,KBDE,BDE,Baudette International Airport,medium_airport,48.7284011841,-94.612197876,1086.0,United States,Minnesota,5499,asphalt,False,51,Eastern Area Coordination Center
KBDG,BDG,KBDG,BDG,Blanding Municipal Airport,small_airport,37.58330154,-109.4830017,5868.0,United States,Utah,5781,asphalt,False,118,Great Basin Coordination Center
KBDH,ILL,KBDH,BDH,Willmar Municipal Airport John L Rice Field (2006),small_airport,45.117552,-95.132259,1126.0,United States,Minnesota,5500,asphalt,False,51,Eastern Area Coordination Center
KBDL,BDL,KBDL,BDL,Bradley International Airport,large_airport,41.93851,-72.688066,173.0,United States,Connecticut,"5145,6847,9510","asphalt,asphalt,asphalt",False,51,Eastern Area Coordination Center
KBDN,,,BDN,Bend Municipal Airport,small_airport,44.09479904,-121.2009964,3460.0,United States,Oregon,5200,asphalt,False,90,Northwest Interagency Coordination Center
KBED,BED,KBED,BED,Laurence G Hanscom Field,medium_airport,42.470001,-71.289001,133.0,United States,Massachusetts,"5106,7001","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBEH,BEH,KBEH,BEH,Southwest Michigan Regional Airport,small_airport,42.128601074200006,-86.4284973145,643.0,United States,Michigan,5109,asphalt,False,51,Eastern Area Coordination Center
KBFD,BFD,KBFD,BFD,Bradford Regional Airport,medium_airport,41.8031005859375,-78.64009857177734,2143.0,United States,Pennsylvania,6309,asphalt,False,51,Eastern Area Coordination Center
KBFE,,,BFE,Terry County Airport,small_airport,33.173099517822266,-102.19300079345705,3264.0,United States,Texas,5217,asphalt,False,100,Southern Area Coordination Center
KBFF,BFF,KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,medium_airport,41.87400055,-103.5960007,3967.0,United States,Nebraska,"8001,8279","asphalt,asphalt",False,119,Rocky Mountain Area Coordination Center
KBFI,BFI,KBFI,BFI,Boeing Field King County International Airport,medium_airport,47.529999,-122.302002,21.0,United States,Washington,10007,asphalt,False,90,Northwest Interagency Coordination Center
KBFL,BFL,KBFL,BFL,Meadows Field,medium_airport,35.433601,-119.056999,510.0,United States,California,10857,asphalt,False,96,Southern California Coordination Center
KBGD,BGD,KBGD,BGD,Hutchinson County Airport,small_airport,35.700901031499995,-101.393997192,3055.0,United States,Texas,6300,asphalt,False,100,Southern Area Coordination Center
KBGE,BGE,KBGE,BGE,Decatur County Industrial Air Park,small_airport,30.9715004,-84.63739777,141.0,United States,Georgia,"5000,5003,5100,5502","asphalt,asphalt,asphalt,asphalt",False,100,Southern Area Coordination Center
KBGF,,,BGF,Winchester Municipal Airport,small_airport,35.177502,-86.0662,979.0,United States,Tennessee,5003,asphalt,False,100,Southern Area Coordination Center
KBGM,BGM,KBGM,BGM,Greater Binghamton/Edwin A Link field,medium_airport,42.20869827,-75.97979736,1636.0,United States,New York,"5002,7100","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBGR,BGR,KBGR,BGR,Bangor International Airport,medium_airport,44.8074,-68.828102,192.0,United States,Maine,11440,asphalt,False,51,Eastern Area Coordination Center
KBHB,BHB,KBHB,BHB,Hancock County-Bar Harbor Airport,medium_airport,44.45000076,-68.3615036,83.0,United States,Maine,5200,asphalt,False,51,Eastern Area Coordination Center
KBHC,,,BHC,Baxley Municipal Airport,small_airport,31.71380043029785,-82.393798828125,201.0,United States,Georgia,5003,asphalt,False,100,Southern Area Coordination Center
KBHM,BHM,KBHM,BHM,Birmingham-Shuttlesworth International Airport,medium_airport,33.562901,-86.753502,650.0,United States,Alabama,"7100,10000","asphalt,asphalt",False,100,Southern Area Coordination Center
KBIH,BIH,KBIH,BIH,Eastern Sierra Regional Airport,medium_airport,37.3731,-118.363998,4124.0,United States,California,"5566,5600,7498","asphalt,asphalt,asphalt",True,96,Southern California Coordination Center
KBIJ,,,BIJ,Early County Airport,small_airport,31.397499084472656,-84.8947982788086,214.0,United States,Georgia,5500,asphalt,False,100,Southern Area Coordination Center
KBIL,BIL,KBIL,BIL,Billings Logan International Airport,medium_airport,45.807701,-108.542999,3652.0,United States,Montana,"5501,10518","asphalt,asphalt",True,89,Northern Rockies Coordination Center
KBIS,BIS,KBIS,BIS,Bismarck Municipal Airport,medium_airport,46.77270126342773,-100.74600219726562,1661.0,United States,North Dakota,"6600,8794","asphalt,asphalt",False,89,Northern Rockies Coordination Center
KBIV,,,BIV,West Michigan Regional Airport,small_airport,42.742901,-86.107399,698.0,United States,Michigan,6264,asphalt,False,51,Eastern Area Coordination Center
KBJC,BJC,KBJC,BJC,Rocky Mountain Metropolitan Airport,medium_airport,39.908798,-105.116997,5673.0,United States,Colorado,"7004,9000","asphalt,asphalt",True,119,Rocky Mountain Area Coordination Center
KBJI,BJI,KBJI,BJI,Bemidji Regional Airport,medium_airport,47.50939941,-94.93370056,1391.0,United States,Minnesota,"5699,6598","asphalt,asphalt",True,51,Eastern Area Coordination Center
KBJJ,BJJ,KBJJ,BJJ,Wayne County Airport,small_airport,40.8748016357,-81.88829803470001,1136.0,United States,Ohio,5191,asphalt,False,51,Eastern Area Coordination Center
KBKE,BKE,KBKE,BKE,Baker City Municipal Airport,medium_airport,44.8372993469,-117.808998108,3373.0,United States,Oregon,5095,asphalt,False,90,Northwest Interagency Coordination Center
KBKL,BKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,41.51750183105469,-81.68329620361328,583.0,United States,Ohio,"5197,6198","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBKS,,,BKS,Brooks County Airport,small_airport,27.20680046,-98.12120056,113.0,United States,Texas,5002,asphalt,False,100,Southern Area Coordination Center
KBKW,BKW,KBKW,BKW,Raleigh County Memorial Airport,medium_airport,37.7873,-81.124199,2504.0,United States,West Virginia,"5000,6750","asphalt,asphalt",False,51,Eastern Area Coordination Center
KBKX,BKX,KBKX,BKX,Brookings Regional Airport,small_airport,44.304798,-96.816902,1648.0,United States,South Dakota,5231,asphalt,False,119,Rocky Mountain Area Coordination Center
KBLH,BLH,KBLH,BLH,Blythe Airport,medium_airport,33.6192016602,-114.717002869,399.0,United States,California,"5800,6543","asphalt,asphalt",False,96,Southern California Coordination Center
KBLI,BLI,KBLI,BLI,Bellingham International Airport,medium_airport,48.79280090332031,-122.53800201416016,170.0,United States,Washington,6701,asphalt,False,90,Northwest Interagency Coordination Center
KBLM,BLM,KBLM,BLM,Monmouth Executive Airport,small_airport,40.18690109,-74.12490082,153.0,United States,New Jersey,7300,asphalt,False,51,Eastern Area Coordination Center
KBMC,BMC,KBMC,BMC,Brigham City Regional Airport,small_airport,41.552399,-112.061996,4229.0,United States,Utah,8900,asphalt,False,118,Great Basin Coordination Center
KBMG,BMG,KBMG,BMG,Monroe County Airport,medium_airport,39.14599990844727,-86.61669921875,846.0,United States,Indiana,6500,asphalt,False,51,Eastern Area Coordination Center
KBML,BML,KBML,BML,Berlin Regional Airport,small_airport,44.57540131,-71.17590332,1161.0,United States,New Hampshire,5200,asphalt,False,51,Eastern Area Coordination Center
KBMQ,,,BMQ,Burnet Municipal Airport/Kate Craddock Field,small_airport,30.738899,-98.238602,1284.0,United States,Texas,5000,asphalt,False,100,Southern Area Coordination Center
KBNA,BNA,KBNA,BNA,Nashville International Airport,large_airport,36.1245,-86.6782,599.0,United States,Tennessee,11030,asphalt,False,100,Southern Area Coordination Center
KBNG,BNG,KBNG,BNG,Banning Municipal Airport,small_airport,33.922548,-116.850672,2219.0,United States,California,5200,asphalt,False,96,Southern California Coordination Center
KBNL,BNL,KBNL,BNL,Barnwell Regional Airport,small_airport,33.25780106,-81.38829803,246.0,United States,South Carolina,"5119,5255","asphalt,asphalt",False,100,Southern Area Coordination Center
KBNO,BNO,KBNO,BNO,Burns Municipal Airport,medium_airport,43.590463,-118.955154,4148.0,United States,Oregon,5100,asphalt,True,90,Northwest Interagency Coordination Center
KBOI,BOI,KBOI,BOI,Boise Air Terminal/Gowen Field,medium_airport,43.5644,-116.223,2871.0,United States,Idaho,"5000,9763,10000","asphalt,asphalt,asphalt",True,118,Great Basin Coordination Center
KBOS,BOS,KBOS,BOS,Logan International Airport,large_airport,42.36197,-71.0079,20.0,United States,Massachusetts,"5000,7000,7861,10005,10083","asphalt,asphalt,asphalt,asphalt,asphalt",False,51,Eastern Area Coordination Center
KBOW,BOW,KBOW,BOW,Bartow Executive Airport,small_airport,27.943399,-81.783401,125.0,United States,Florida,"5000,5000,5001","asphalt,asphalt,asphalt",False,100,Southern Area Coordination Center
KBPI,BPI,KBPI,BPI,Miley Memorial Field,medium_airport,42.58509827,-110.1110001,6990.0,United States,Wyoming,6803,asphalt,False,119,Rocky Mountain Area Coordination Center
KBPK,WMH,KBPK,BPK,Ozark Regional Airport,medium_airport,36.3689002991,-92.4704971313,928.0,United States,Arkansas,5001,asphalt,False,100,Southern Area Coordination Center
KBRD,BRD,KBRD,BRD,Brainerd Lakes Regional Airport,medium_airport,46.402861,-94.129727,1232.0,United States,Minnesota,"6500,6500","asphalt,grooved concrete",True,51,Eastern Area Coordination Center
KBRO,BRO,KBRO,BRO,Brownsville South Padre Island International Airport,medium_airport,25.90679931640625,-97.4259033203125,22.0,United States,Texas,"6000,7400","asphalt,asphalt",False,100,Southern Area Coordination Center
KBRY,BRY,KBRY,BRY,Samuels Field,small_airport,37.8143005371,-85.4996032715,669.0,United States,Kentucky,5003,asphalt,False,100,Southern Area Coordination Center
KBTL,BTL,KBTL,BTL,Battle Creek Executive Airport at Kellogg Field,medium_airport,42.307301,-85.251503,952.0,United States,Michigan,10003,asphalt,False,51,Eastern Area Coordination Center
KBTM,BTM,KBTM,BTM,Bert Mooney Airport,medium_airport,45.95479965209961,-112.49700164794922,5550.0,United States,Montana,"5100,5545,9001","asphalt,asphalt,asphalt",False,89,Northern Rockies Coordination Center
KBTR,BTR,KBTR,BTR,Baton Rouge Metropolitan Airport,medium_airport,30.533199,-91.149597,70.0,United States,Louisiana,7004,asphalt,False,100,Southern Area Coordination Center
KBTV,BTV,KBTV,BTV,Burlington International Airport,medium_airport,44.471901,-73.153297,335.0,United States,Vermont,8320,asphalt,False,51,Eastern Area Coordination Center
KBTY,BTY,KBTY,BTY,Beatty Airport,small_airport,36.8610992432,-116.787002563,3170.0,United States,Nevada,5600,asphalt,False,118,Great Basin Coordination Center
